episode,steps,total_steps,return,status,on_pad,fuel,epsilon,loss_mean,q_mean,return_avg100,pad_rate100,seconds
839,294,466600,220.78,landed_on_pad,1,44.52,0.05,0.2341,28.613,181.53,0.64,159.6
840,294,466894,225.72,landed_on_pad,1,46.59,0.05,0.2317,25.19,181.47,0.64,159.7
841,330,467224,123.5,landed_off_pad,0,53.25,0.05,0.2748,21.025,180.33,0.63,159.8
842,256,467480,238.53,landed_on_pad,1,40.17,0.05,0.2006,32.236,183.16,0.64,159.9
843,345,467825,234.9,landed_on_pad,1,53.79,0.05,0.3242,26.258,184.18,0.65,160.0
844,307,468132,222.64,landed_on_pad,1,48.81,0.05,0.2395,25.634,183.97,0.65,160.1
845,368,468500,205.05,landed_on_pad,1,58.56,0.05,0.2264,17.61,183.93,0.65,160.2
846,386,468886,211.17,landed_on_pad,1,59.7,0.05,0.3674,18.029,184.61,0.66,160.4
847,352,469238,240.86,landed_on_pad,1,50.64,0.05,0.3088,25.99,184.71,0.66,160.5
848,343,469581,214.25,landed_on_pad,1,51.24,0.05,0.2103,23.083,185.66,0.67,160.6
849,1000,470581,-22.39,timeout,0,171.96,0.05,0.291,-1.343,183.28,0.66,160.9
850,270,470851,219.86,landed_on_pad,1,37.74,0.05,0.3206,29.334,184.13,0.67,161.0
851,366,471217,225.08,landed_on_pad,1,57.06,0.05,0.2791,24.165,185.36,0.68,161.7
852,363,471580,141.94,landed_off_pad,0,53.88,0.05,0.3962,25.317,184.31,0.67,161.8
853,450,472030,121.88,landed_off_pad,0,73.86,0.05,0.1696,13.905,183.29,0.66,161.9
854,452,472482,100.12,landed_off_pad,0,69.87,0.05,0.3369,12.737,182.0,0.65,162.1
855,274,472756,257.38,landed_on_pad,1,44.16,0.05,0.2227,31.511,183.58,0.66,162.2
856,371,473127,220.88,landed_on_pad,1,60.03,0.05,0.3787,18.36,184.68,0.67,162.3
857,264,473391,242.51,landed_on_pad,1,38.73,0.05,0.2112,32.971,185.88,0.68,162.4
858,1000,474391,-25.94,timeout,0,171.6,0.05,0.283,-2.403,183.26,0.67,162.7
859,311,474702,240.48,landed_on_pad,1,47.31,0.05,0.3178,26.952,183.16,0.67,162.8
860,515,475217,101.24,landed_off_pad,0,84.0,0.05,0.4027,11.791,182.15,0.66,163.0
861,661,475878,168.74,landed_on_pad,1,110.31,0.05,0.2864,7.205,182.61,0.67,163.2
862,328,476206,233.98,landed_on_pad,1,50.28,0.05,0.3186,25.1,182.62,0.67,163.3
863,385,476591,139.95,landed_off_pad,0,61.02,0.05,0.2075,22.027,181.74,0.66,163.5
864,868,477459,53.18,landed_off_pad,0,139.2,0.05,0.2695,4.228,180.0,0.65,163.8
865,256,477715,231.0,landed_on_pad,1,38.88,0.05,0.1655,32.135,179.81,0.65,163.9
866,299,478014,251.4,landed_on_pad,1,45.21,0.05,0.2839,29.06,180.31,0.65,164.0
867,244,478258,239.54,landed_on_pad,1,36.75,0.05,0.4181,36.252,180.3,0.65,164.0
868,397,478655,121.07,landed_off_pad,0,65.19,0.05,0.2502,16.732,180.02,0.65,164.2
869,245,478900,252.96,landed_on_pad,1,33.96,0.05,0.3981,36.8,180.26,0.65,164.2
870,228,479128,258.15,landed_on_pad,1,34.26,0.05,0.287,41.367,180.68,0.65,164.3
871,1000,480128,-0.33,timeout,0,172.14,0.05,0.3029,-1.179,179.35,0.65,164.7
872,284,480412,138.55,landed_off_pad,0,43.59,0.05,0.3744,26.552,178.65,0.64,164.8
873,257,480669,238.62,landed_on_pad,1,38.01,0.05,0.3142,36.718,179.49,0.65,164.9
874,375,481044,148.24,landed_off_pad,0,59.37,0.05,0.2469,20.61,179.78,0.65,165.0
875,294,481338,223.65,landed_on_pad,1,46.44,0.05,0.2357,26.518,179.87,0.65,165.1
876,403,481741,210.06,landed_on_pad,1,59.94,0.05,0.3329,22.109,179.99,0.65,165.2
877,255,481996,232.57,landed_on_pad,1,39.0,0.05,0.2294,33.337,179.99,0.65,165.3
878,774,482770,139.58,landed_on_pad,1,126.21,0.05,0.33,1.925,179.23,0.65,165.6
879,200,482970,225.6,landed_on_pad,1,28.86,0.05,0.1757,43.533,179.67,0.65,165.6
880,259,483229,245.98,landed_on_pad,1,40.95,0.05,0.2687,32.003,180.74,0.66,165.7
881,773,484002,170.38,landed_on_pad,1,127.56,0.05,0.2769,2.997,180.95,0.67,166.0
882,307,484309,228.71,landed_on_pad,1,48.63,0.05,0.2704,25.589,180.9,0.67,166.1
883,389,484698,209.13,landed_on_pad,1,62.64,0.05,0.2605,20.106,181.59,0.68,166.2
884,432,485130,222.67,landed_on_pad,1,70.26,0.05,0.2711,19.357,182.21,0.68,166.4
885,442,485572,203.18,landed_on_pad,1,71.43,0.05,0.2321,19.125,181.94,0.68,166.5
886,424,485996,142.0,landed_off_pad,0,65.22,0.05,0.3101,19.475,182.0,0.68,166.6
887,474,486470,207.11,landed_on_pad,1,76.92,0.05,0.2944,12.294,181.64,0.68,166.8
888,342,486812,131.4,landed_off_pad,0,54.93,0.05,0.2545,21.546,181.97,0.68,166.9
889,265,487077,234.27,landed_on_pad,1,32.94,0.05,0.2263,36.479,182.73,0.69,167.0
890,298,487375,240.06,landed_on_pad,1,45.9,0.05,0.2896,30.938,183.81,0.7,167.1
891,363,487738,149.49,landed_off_pad,0,58.62,0.05,0.2925,23.259,182.85,0.69,167.2
892,390,488128,126.37,landed_off_pad,0,61.77,0.05,0.3039,18.107,181.85,0.68,167.4
893,227,488355,239.94,landed_on_pad,1,35.25,0.05,0.1451,37.207,181.86,0.68,167.4
894,372,488727,226.03,landed_on_pad,1,59.4,0.05,0.2293,21.895,182.1,0.68,167.6
895,573,489300,111.65,landed_off_pad,0,89.46,0.05,0.2638,11.213,182.05,0.68,167.8
896,1000,490300,-7.78,timeout,0,171.36,0.05,0.2971,-1.207,180.85,0.68,168.1
897,335,490635,217.0,landed_on_pad,1,50.52,0.05,0.403,24.51,180.73,0.68,168.2
898,464,491099,228.64,landed_on_pad,1,73.71,0.05,0.3983,19.176,180.84,0.68,168.4
899,265,491364,245.82,landed_on_pad,1,42.03,0.05,0.3901,33.319,181.01,0.68,168.5
900,301,491665,235.52,landed_on_pad,1,46.56,0.05,0.2844,26.166,180.94,0.68,168.6
901,297,491962,242.55,landed_on_pad,1,46.05,0.05,0.4387,29.832,183.82,0.69,169.1
902,476,492438,209.26,landed_on_pad,1,70.41,0.05,0.3102,19.548,183.72,0.69,169.2
903,320,492758,233.09,landed_on_pad,1,44.52,0.05,0.3337,30.296,184.43,0.69,169.3
904,345,493103,212.76,landed_on_pad,1,54.39,0.05,0.4085,21.683,184.44,0.69,169.5
905,297,493400,210.88,landed_on_pad,1,45.09,0.05,0.36,27.767,184.52,0.69,169.6
906,284,493684,253.55,landed_on_pad,1,39.18,0.05,0.302,31.488,184.67,0.69,169.7
907,216,493900,265.04,landed_on_pad,1,32.91,0.05,0.2747,43.21,184.79,0.69,169.7
908,394,494294,131.73,landed_off_pad,0,64.17,0.05,0.2916,18.411,184.38,0.68,169.9
909,280,494574,216.87,landed_on_pad,1,45.09,0.05,0.2674,30.117,185.17,0.69,170.0
910,479,495053,187.31,landed_on_pad,1,77.19,0.05,0.2569,11.989,184.68,0.69,170.1
911,293,495346,250.36,landed_on_pad,1,46.56,0.05,0.3018,29.024,185.1,0.69,170.2
912,219,495565,239.13,landed_on_pad,1,33.78,0.05,0.4203,36.282,185.57,0.69,170.3
913,290,495855,251.09,landed_on_pad,1,37.08,0.05,0.3437,33.964,185.63,0.69,170.4
914,275,496130,232.23,landed_on_pad,1,38.94,0.05,0.2475,30.039,185.67,0.69,170.5
915,262,496392,241.35,landed_on_pad,1,39.03,0.05,0.2174,33.995,186.84,0.7,170.6
916,577,496969,92.73,landed_off_pad,0,95.13,0.05,0.3144,5.612,185.38,0.69,170.8
917,308,497277,217.04,landed_on_pad,1,48.33,0.05,0.3839,23.67,185.12,0.69,170.9
918,268,497545,237.92,landed_on_pad,1,40.2,0.05,0.5156,31.28,186.11,0.7,171.0
919,562,498107,184.69,landed_on_pad,1,92.4,0.05,0.3387,8.8,185.19,0.7,171.2
920,375,498482,223.17,landed_on_pad,1,58.65,0.05,0.3752,23.563,186.22,0.71,171.4
921,386,498868,219.0,landed_on_pad,1,61.08,0.05,0.3101,20.655,186.31,0.71,171.5
922,272,499140,252.08,landed_on_pad,1,42.66,0.05,0.4455,31.454,186.67,0.71,171.6
923,1000,500140,-89.99,timeout,0,169.8,0.05,0.3832,-2.954,183.84,0.7,172.0
924,980,501120,128.09,landed_on_pad,1,160.26,0.05,0.29,-0.362,182.91,0.7,172.3
925,426,501546,211.46,landed_on_pad,1,67.71,0.05,0.3155,18.622,182.52,0.7,172.5
926,505,502051,101.39,landed_off_pad,0,81.72,0.05,0.2878,12.092,181.19,0.69,172.6
927,252,502303,239.43,landed_on_pad,1,38.82,0.05,0.3135,32.792,184.07,0.7,172.7
928,374,502677,212.98,landed_on_pad,1,58.14,0.05,0.3007,22.855,185.36,0.71,172.8
929,1000,503677,-9.77,timeout,0,171.33,0.05,0.3898,-0.552,183.72,0.71,173.2
930,413,504090,138.3,landed_off_pad,0,64.47,0.05,0.362,21.401,183.55,0.71,173.3
931,301,504391,231.3,landed_on_pad,1,49.29,0.05,0.3194,24.504,185.92,0.72,173.5
932,555,504946,84.11,landed_off_pad,0,90.72,0.05,0.3126,10.456,186.23,0.72,173.6
933,276,505222,230.16,landed_on_pad,1,43.08,0.05,0.3138,31.124,187.36,0.73,173.7
934,297,505519,231.36,landed_on_pad,1,43.02,0.05,0.3211,27.468,187.12,0.73,173.8
935,189,505708,271.75,landed_on_pad,1,27.45,0.05,0.6369,48.807,187.38,0.73,173.9
936,449,506157,126.74,landed_off_pad,0,68.46,0.05,0.283,19.588,185.92,0.72,174.1
937,245,506402,235.62,landed_on_pad,1,38.1,0.05,0.3201,34.714,185.94,0.72,174.2
938,282,506684,229.16,landed_on_pad,1,43.65,0.05,0.2769,29.831,188.5,0.73,174.3
939,593,507277,165.23,landed_on_pad,1,96.57,0.05,0.2701,6.25,187.95,0.73,174.5
940,428,507705,219.47,landed_on_pad,1,68.16,0.05,0.3094,20.718,187.89,0.73,174.6
941,226,507931,137.02,landed_off_pad,0,33.36,0.05,0.3694,34.799,188.02,0.73,174.7
942,293,508224,249.75,landed_on_pad,1,41.79,0.05,0.4313,33.564,188.13,0.73,174.8
943,1000,509224,-21.35,timeout,0,172.86,0.05,0.3359,-1.774,185.57,0.72,175.2
944,376,509600,217.89,landed_on_pad,1,59.16,0.05,0.3479,23.78,185.52,0.72,175.3
945,1000,510600,6.85,timeout,0,167.67,0.05,0.3157,-1.327,183.54,0.71,175.6
946,404,511004,137.31,landed_off_pad,0,62.58,0.05,0.2707,27.95,182.8,0.7,175.8
947,1000,512004,-10.54,timeout,0,171.42,0.05,0.2896,-1.098,180.29,0.69,176.1
948,306,512310,213.94,landed_on_pad,1,45.99,0.05,0.3259,31.152,180.29,0.69,176.2
949,849,513159,143.79,landed_on_pad,1,139.5,0.05,0.3836,2.187,181.95,0.7,176.5
950,434,513593,223.99,landed_on_pad,1,65.46,0.05,0.2636,21.264,181.99,0.7,176.7
951,577,514170,180.81,landed_on_pad,1,94.83,0.05,0.3581,9.031,181.55,0.7,177.2
952,380,514550,148.47,landed_off_pad,0,57.18,0.05,0.4535,23.199,181.61,0.7,177.3
953,423,514973,138.21,landed_off_pad,0,69.3,0.05,0.2612,19.4,181.77,0.7,177.5
954,464,515437,225.77,landed_on_pad,1,75.42,0.05,0.4193,21.26,183.03,0.71,177.6
955,344,515781,213.56,landed_on_pad,1,52.47,0.05,0.4444,26.128,182.59,0.71,177.7
956,246,516027,255.95,landed_on_pad,1,37.95,0.05,0.3455,38.379,182.94,0.71,177.8
957,243,516270,249.6,landed_on_pad,1,37.41,0.05,0.3627,35.537,183.01,0.71,177.9
958,247,516517,244.71,landed_on_pad,1,38.79,0.05,0.3083,35.238,185.72,0.72,178.0
959,360,516877,231.05,landed_on_pad,1,57.48,0.05,0.2194,24.001,185.63,0.72,178.1
960,430,517307,208.29,landed_on_pad,1,68.79,0.05,0.1852,18.161,186.7,0.73,178.3
961,408,517715,214.52,landed_on_pad,1,65.73,0.05,0.4195,21.886,187.16,0.73,178.4
962,399,518114,200.27,landed_on_pad,1,57.33,0.05,0.3563,20.535,186.82,0.73,178.6
963,292,518406,228.34,landed_on_pad,1,43.38,0.05,0.3923,28.306,187.7,0.74,178.7
964,1000,519406,-18.59,timeout,0,171.72,0.05,0.3448,-2.226,186.98,0.74,179.0
965,282,519688,237.29,landed_on_pad,1,42.51,0.05,0.2605,29.939,187.05,0.74,179.1
966,528,520216,112.16,landed_off_pad,0,85.83,0.05,0.3118,10.613,185.65,0.73,179.3
967,247,520463,246.29,landed_on_pad,1,36.99,0.05,0.3559,36.459,185.72,0.73,179.4
968,267,520730,223.67,landed_on_pad,1,40.5,0.05,0.3794,33.558,186.75,0.74,179.5
969,304,521034,127.04,landed_off_pad,0,47.76,0.05,0.3438,27.28,185.49,0.73,179.6
970,479,521513,197.67,landed_on_pad,1,77.97,0.05,0.259,11.083,184.88,0.73,179.7
971,180,521693,245.93,landed_on_pad,1,26.1,0.05,0.226,54.403,187.35,0.74,179.8
972,326,522019,133.07,landed_off_pad,0,52.14,0.05,0.2704,24.071,187.29,0.74,179.9
973,391,522410,137.46,landed_off_pad,0,62.25,0.05,0.325,22.462,186.28,0.73,180.1
974,296,522706,134.58,landed_off_pad,0,46.11,0.05,0.3288,27.013,186.14,0.73,180.2
975,380,523086,243.23,landed_on_pad,1,60.36,0.05,0.3176,25.98,186.34,0.73,180.3
976,465,523551,104.03,landed_off_pad,0,75.93,0.05,0.2375,14.636,185.28,0.72,180.4
977,250,523801,267.56,landed_on_pad,1,38.61,0.05,0.2429,36.217,185.63,0.72,180.5
978,266,524067,236.83,landed_on_pad,1,41.94,0.05,0.2895,33.679,186.6,0.72,180.6
979,980,525047,121.55,landed_on_pad,1,162.39,0.05,0.2727,-0.103,185.56,0.72,181.0
980,347,525394,125.31,landed_off_pad,0,54.99,0.05,0.2875,21.18,184.35,0.71,181.1
981,446,525840,218.71,landed_on_pad,1,67.8,0.05,0.2389,20.178,184.84,0.71,181.2
982,202,526042,232.55,landed_on_pad,1,29.07,0.05,0.2137,40.876,184.88,0.71,181.3
983,263,526305,248.09,landed_on_pad,1,40.8,0.05,0.3115,30.603,185.27,0.71,181.4
984,180,526485,257.23,landed_on_pad,1,26.67,0.05,0.3311,51.154,185.61,0.71,181.5
985,626,527111,159.63,landed_on_pad,1,101.58,0.05,0.3081,6.552,185.18,0.71,181.7
986,176,527287,259.35,landed_on_pad,1,24.27,0.05,0.2238,56.353,186.35,0.72,181.7
987,622,527909,89.38,landed_off_pad,0,102.15,0.05,0.2484,7.887,185.17,0.71,181.9
988,323,528232,143.09,landed_off_pad,0,49.56,0.05,0.3327,28.642,185.29,0.71,182.1
989,300,528532,131.17,landed_off_pad,0,45.12,0.05,0.2467,31.858,184.26,0.7,182.2
990,302,528834,143.43,landed_off_pad,0,48.36,0.05,0.2816,31.139,183.29,0.69,182.3
991,399,529233,120.35,landed_off_pad,0,63.96,0.05,0.3522,17.633,183.0,0.69,182.5
992,244,529477,242.59,landed_on_pad,1,36.72,0.05,0.2279,36.292,184.16,0.7,182.5
993,338,529815,208.94,landed_on_pad,1,51.93,0.05,0.3845,24.283,183.85,0.7,182.7
994,345,530160,134.39,landed_off_pad,0,52.74,0.05,0.378,27.848,182.94,0.69,182.8
995,229,530389,228.49,landed_on_pad,1,33.87,0.05,0.2527,38.237,184.1,0.7,182.8
996,354,530743,240.12,landed_on_pad,1,55.53,0.05,0.2606,30.623,186.58,0.71,183.0
997,460,531203,126.25,landed_off_pad,0,73.59,0.05,0.31,14.357,185.68,0.7,183.1
998,202,531405,234.25,landed_on_pad,1,31.35,0.05,0.2633,41.73,185.73,0.7,183.2
999,256,531661,261.13,landed_on_pad,1,38.7,0.05,0.3881,37.082,185.89,0.7,183.3
1000,279,531940,229.37,landed_on_pad,1,41.7,0.05,0.2854,32.979,185.82,0.7,183.4
